mean_statistics,1,0,16.46,87,41,80,0.68,0.52,0.59
mean_statistics,1,0,21.95,113,41,54,0.73,0.68,0.7
mean_statistics,1,0,32.92,137,41,30,0.77,0.82,0.79
mean_statistics,1,0,43.89,160,41,7,0.8,0.96,0.87
mean_statistics,1,0,54.86,165,41,2,0.8,0.99,0.88
mean_statistics,1,0,65.83,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,76.8,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,87.77,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,98.74,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,109.71,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,120.68,167,41,0,0.8,1.0,0.89
mean_statistics,1,0,131.65,167,41,0,0.8,1.0,0.89
mean_statistics,2,0,16.46,180,35,154,0.84,0.54,0.66
mean_statistics,2,0,21.95,218,38,116,0.85,0.65,0.74
mean_statistics,2,0,32.92,278,38,56,0.88,0.83,0.85
mean_statistics,2,0,43.89,316,38,18,0.89,0.95,0.92
mean_statistics,2,0,54.86,330,38,4,0.9,0.99,0.94
mean_statistics,2,0,65.83,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,76.8,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,87.77,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,98.74,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,109.71,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,120.68,334,38,0,0.9,1.0,0.95
mean_statistics,2,0,131.65,334,38,0,0.9,1.0,0.95
mean_statistics,3,0,16.46,303,29,198,0.91,0.6,0.72
mean_statistics,3,0,21.95,354,30,147,0.92,0.71,0.8
mean_statistics,3,0,32.92,438,30,63,0.94,0.87,0.9
mean_statistics,3,0,43.89,483,30,18,0.94,0.96,0.95
mean_statistics,3,0,54.86,501,30,0,0.94,1.0,0.97
mean_statistics,3,0,65.83,501,30,0,0.94,1.0,0.97
